player_id,avg_session_length_mins,days_since_last_login,last_login_date,total_lifetime_spend,level_reached,churned,log_total_spent,activity_segment,is_high_value,predicted_ltv,potential_uplift
player_0,15.364646765611605,6,2026-01-03,0.0,23,0,0.0,Active,0,9.180609290293823,9.180609290293823
player_1,20.43341492409239,5,2026-01-04,0.0,35,0,0.0,Active,0,14.56751386302372,14.56751386302372
player_2,15.29938155951234,6,2026-01-03,36.05027506658855,47,0,3.612275775913957,Active,0,5.692369928141416,0.0
player_3,10.453619488340305,4,2026-01-05,47.72038644916694,33,0,3.8860975554138393,Active,0,12.96624041847554,0.0
player_4,14.630224892302694,1,2026-01-08,0.0,37,0,0.0,Active,0,13.819402256970484,13.819402256970484
player_5,26.422829408154737,3,2026-01-06,72.82935103834073,1,0,4.301756363087173,Active,0,40.31987582692105,0.0
player_6,32.86663958978767,2,2026-01-07,0.0,24,0,0.0,Active,0,4.248404536432409,4.248404536432409
player_7,15.890022334719074,6,2026-01-03,0.0,28,0,0.0,Active,0,9.194325951237946,9.194325951237946
player_8,11.632681364030685,0,2026-01-09,14.314593213934804,8,0,2.7288061786479334,Active,0,10.06102650022525,0.0
player_9,10.962929348173356,7,2026-01-02,25.59746014720617,12,0,3.2808157280411057,Active,0,9.272317872086077,0.0
player_10,10.606983301993909,1,2026-01-08,24.00695203118969,22,0,3.2191538674583646,Active,0,9.181916640740072,0.0
player_11,31.602274209266994,0,2026-01-09,0.0,24,0,0.0,Active,0,2.833181925486377,2.833181925486377
player_12,20.476650363279987,14,2025-12-26,0.0,21,0,0.0,At_Risk,0,11.115711160348056,11.115711160348056
player_13,45.47067202824128,5,2026-01-04,60.53085175799403,35,0,4.119538703627398,Active,0,21.209163414423625,0.0
player_14,19.8940957074952,1,2026-01-08,0.0,7,0,0.0,Active,0,11.931913907853419,11.931913907853419
player_15,44.411570533961616,1,2026-01-08,66.4240993773276,18,0,4.211002511536918,Active,0,20.965606036016688,0.0
player_16,55.21555268386992,0,2026-01-09,0.0,42,0,0.0,Active,0,17.431912154848575,17.431912154848575
player_17,1.4527718086019334,21,2025-12-19,12.78814438155048,49,1,2.623809120136672,Churned_Status,0,26.213740340997855,13.425595959447376
player_18,18.56197545998771,21,2025-12-19,0.0,41,1,0.0,Churned_Status,0,9.888639592745657,9.888639592745657
player_19,20.26392036342732,5,2026-01-04,37.28181352882935,12,0,3.644974940823845,Active,0,13.17518364739023,0.0
player_20,53.95573629914704,1,2026-01-08,45.982153915353074,37,0,3.849767825675611,Active,0,41.693427826047056,0.0
player_21,12.355073618270282,2,2026-01-07,0.0,16,0,0.0,Active,0,10.24540994709272,10.24540994709272
player_22,25.540448433814497,7,2026-01-02,0.0,9,0,0.0,Active,0,9.19056249455604,9.19056249455604
player_23,14.197399596710056,0,2026-01-09,0.0,48,0,0.0,Active,0,3.1556953425079035,3.1556953425079035
player_24,24.96417415427154,4,2026-01-05,0.0,28,0,0.0,Active,0,8.903766319599846,8.903766319599846
player_25,22.692708860980773,0,2026-01-09,130.2690379685212,11,0,4.877248942141559,Active,1,12.2314740432122,0.0
player_26,14.726706378888686,13,2025-12-27,0.0,36,0,0.0,At_Risk,0,12.118510141362005,12.118510141362005
player_27,14.777536805303178,1,2026-01-08,0.0,3,0,0.0,Active,0,11.2944637443102,11.2944637443102
player_28,70.14547694581223,1,2026-01-08,0.0,26,0,0.0,Active,0,8.880386458962736,8.880386458962736
player_29,17.878687698159744,2,2026-01-07,29.62597114375378,35,0,3.421848379178564,Active,0,16.63118011054058,0.0
player_30,8.899927577866997,2,2026-01-07,0.0,34,0,0.0,Active,0,15.506660702602629,15.506660702602629
player_31,14.077550918634804,3,2026-01-06,0.0,39,0,0.0,Active,0,6.232966090704754,6.232966090704754
player_32,37.09944124746425,4,2026-01-05,0.0,20,0,0.0,Active,0,6.782174096198332,6.782174096198332
player_33,19.550642926807964,11,2025-12-29,0.0,17,0,0.0,At_Risk,0,14.763638747895586,14.763638747895586
player_34,13.90879536793481,0,2026-01-09,0.0,31,0,0.0,Active,0,13.255971851260833,13.255971851260833
player_35,7.732181785146562,0,2026-01-09,1.9719665011146217,47,0,1.089223855296236,Active,0,6.928321601463774,4.956355100349152
player_36,12.30285250963714,8,2026-01-01,0.0,24,0,0.0,At_Risk,0,6.92481332884874,6.92481332884874
player_37,10.670206497400653,2,2026-01-07,0.0,38,0,0.0,Active,0,6.478938401327748,6.478938401327748
player_38,9.833815431497584,10,2025-12-30,0.0,2,0,0.0,At_Risk,0,8.645535840105842,8.645535840105842
player_39,17.322550458019442,4,2026-01-05,0.0,43,0,0.0,Active,0,7.931120608958851,7.931120608958851
player_40,18.15943926223727,7,2026-01-02,0.0,13,0,0.0,Active,0,6.488872118361033,6.488872118361033
player_41,13.736302687606443,0,2026-01-09,0.0,41,0,0.0,Active,0,3.2800428731311406,3.2800428731311406
player_42,26.305965241166383,4,2026-01-05,0.0,31,0,0.0,Active,0,12.501244913844031,12.501244913844031
player_43,5.210072153844826,9,2025-12-31,35.163030981211044,2,0,3.5880373533942085,At_Risk,0,8.394660558451504,0.0
player_44,14.623025015345611,19,2025-12-21,0.0,1,1,0.0,Churned_Status,0,17.67386604786918,17.67386604786918
player_45,33.10911100370345,2,2026-01-07,0.0,27,0,0.0,Active,0,3.7721468466294183,3.7721468466294183
player_46,23.52037407142076,2,2026-01-07,0.0,27,0,0.0,Active,0,14.035600311534653,14.035600311534653
player_47,18.377706369457226,2,2026-01-07,0.0,17,0,0.0,Active,0,8.16592189105785,8.16592189105785
player_48,6.753704644056256,4,2026-01-05,0.0,49,0,0.0,Active,0,8.249255846700542,8.249255846700542
player_49,32.282718521482494,2,2026-01-07,0.0,29,0,0.0,Active,0,10.445527843213975,10.445527843213975
player_50,9.83595459798414,14,2025-12-26,0.0,27,0,0.0,At_Risk,0,7.324732419328681,7.324732419328681
player_51,12.107102094027164,13,2025-12-27,6.614104452350615,20,0,2.0300023763257062,At_Risk,0,7.898668740593289,1.2845642882426738
player_52,36.50927901967873,0,2026-01-09,56.94686616973339,19,0,4.059526490148046,Active,0,9.213103758085802,0.0
player_53,7.69908150716852,9,2025-12-31,0.0,30,0,0.0,At_Risk,0,11.692632023243034,11.692632023243034
player_54,11.418003705889454,3,2026-01-06,0.0,35,0,0.0,Active,0,12.554543512115517,12.554543512115517
player_55,18.09591131295672,0,2026-01-09,110.48910386675536,10,0,4.71392686295684,Active,1,4.042063755688461,0.0
player_56,6.645248181841508,8,2026-01-01,0.0,48,0,0.0,At_Risk,0,6.2844505148292304,6.2844505148292304
player_57,4.577354590722522,4,2026-01-05,0.0,45,0,0.0,Active,0,7.641397358816726,7.641397358816726
player_58,16.80977208240169,2,2026-01-07,0.0,29,0,0.0,Active,0,11.919186116799663,11.919186116799663
player_59,43.75668073172848,3,2026-01-06,0.0,33,0,0.0,Active,0,14.229196773028418,14.229196773028418
player_60,26.26957690548321,2,2026-01-07,0.0,31,0,0.0,Active,0,14.819173192640449,14.819173192640449
player_61,35.08172996404208,8,2026-01-01,14.46644822765296,38,0,2.738673047252273,At_Risk,0,9.433322586969362,0.0
player_62,11.97163863273392,3,2026-01-06,97.31376252107432,18,0,4.588164022654151,Active,0,17.161232012087407,0.0
player_63,16.04768144716531,0,2026-01-09,0.0,1,0,0.0,Active,0,12.135092633760431,12.135092633760431
player_64,68.99319080364972,4,2026-01-05,0.0,20,0,0.0,Active,0,3.043358388484897,3.043358388484897
player_65,13.364422248785155,9,2025-12-31,0.0,36,0,0.0,At_Risk,0,9.90492435707724,9.90492435707724
player_66,22.821579478093344,10,2025-12-30,10.958492260986654,19,0,2.4814416754407134,At_Risk,0,15.017448968308909,4.058956707322254
player_67,17.625341367016432,7,2026-01-02,0.0550325440158164,19,0,0.053571613860615,Active,0,4.812039211008428,4.757006666992612
player_68,8.67260174905411,29,2025-12-11,6.966581422364733,28,1,2.075255470090527,Churned_Status,0,12.239614152800318,5.273032730435585
player_69,11.976998165172436,4,2026-01-05,0.0,15,0,0.0,Active,0,17.035256442540888,17.035256442540888
player_70,57.706277169221416,2,2026-01-07,0.0,29,0,0.0,Active,0,14.01128117501877,14.01128117501877
player_71,5.881606462492181,10,2025-12-30,0.0,15,0,0.0,At_Risk,0,8.190147834059454,8.190147834059454
player_72,5.398934407814702,0,2026-01-09,0.0,29,0,0.0,Active,0,21.229572406145223,21.229572406145223
player_73,11.06087731815432,3,2026-01-06,31.663206321374933,18,0,3.486249255454094,Active,0,12.047168196990327,0.0
player_74,27.61183040241629,4,2026-01-05,120.84160158840194,17,0,4.80272185351366,Active,1,34.69319358254909,0.0
player_75,24.24291882317722,6,2026-01-03,145.9767653008509,29,0,4.990274515108183,Active,1,52.19203078223942,0.0
player_76,6.070102986300009,5,2026-01-04,0.0,44,0,0.0,Active,0,17.269271047508607,17.269271047508607
player_77,1.860145171765352,2,2026-01-07,0.0,47,0,0.0,Active,0,5.3065580429076755,5.3065580429076755
player_78,30.126942132644714,3,2026-01-06,0.0,2,0,0.0,Active,0,32.159466550718044,32.159466550718044
player_79,7.342486069441829,10,2025-12-30,0.0,8,0,0.0,At_Risk,0,8.130069870920774,8.130069870920774
player_80,15.315928334745683,1,2026-01-08,0.0,42,0,0.0,Active,0,5.717203858476055,5.717203858476055
player_81,11.264982802116224,2,2026-01-07,0.0,1,0,0.0,Active,0,11.550603903836056,11.550603903836056
player_82,12.685617538042536,1,2026-01-08,39.58586207700336,37,0,3.703419781259035,Active,0,13.819402256970484,0.0
player_83,6.97321515007741,8,2026-01-01,0.0,32,0,0.0,At_Risk,0,11.692632023243034,11.692632023243034
player_84,17.937961640047174,0,2026-01-09,0.0,1,0,0.0,Active,0,7.736689115676289,7.736689115676289
player_85,65.36960155591268,8,2026-01-01,32.637478846598974,4,0,3.5156408871891767,At_Risk,0,25.902331843330813,0.0
player_86,76.6140191019796,4,2026-01-05,87.73396117604729,17,0,4.485642692880724,Active,0,7.960640296354724,0.0
player_87,7.8697394700305,3,2026-01-06,0.0,33,0,0.0,Active,0,13.537628876527364,13.537628876527364
